abject,1,ABJECT,H4,,Negativ,,,,,,,Weak,Submit,,Passive,,,,,,,Vice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IPadj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Modif,|,"['ABJECT', '1']",-1
able,1,ABLE,H4Lvd,Positiv,,Pstv,,,,Strong,,,,,,,,,,,Virtue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EVAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MeansLw,,,,,,,,,,,,,Modif,"| adjective: Having necessary power, skill, resources, etc.","['ABLE', '1']",1
abnormal,1,ABNORMAL,H4Lvd,,Negativ,,,Ngtv,,,,,,,,,,,,,,Vice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NegAff,,,,,,,Modif,|,"['ABNORMAL', '1']",-1
aboard,1,ABOARD,H4Lvd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Space,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PREP LY,|,"['ABOARD', '1']",0
abolish,1,ABOLISH,H4Lvd,,Negativ,,,Ngtv,Hostile,Strong,Power,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,SocRel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAV,,,,,,,,,,,,,,,PowOth,PowTot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPV,|,"['ABOLISH', '1']",-1
abolition,1,ABOLITION,Lvd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TranLw,,,,,,,,,,,,,,Noun,,"['ABOLITION', '1']",0
abominable,1,ABOMINABLE,H4,,Negativ,,,,,Strong,,,,,,,,,,,,Vice,Ovrst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eval@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IndAdj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Modif,|,"['ABOMINABLE', '1']",-1
abortive,1,ABORTIVE,Lvd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PowOth,PowTot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Modif POLIT,,"['ABORTIVE', '1']",0
abound,1,ABOUND,H4,Positiv,,,,,,,,,,,Passive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Increas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPV,|,"['ABOUND', '1']",1
about,1,ABOUT#1,H4Lvd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PREP,"| 69% prep: Concerning, in reference to","['ABOUT', '1']",0
about,2,ABOUT#2,H4Lvd,,,,,,,,,,,,,,,,,,,,,Undrst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,If,,,,PREP LY,"| 11% prep-adv: Almost, approximately","['ABOUT', '2']",0
about,3,ABOUT#3,H4Lvd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Space,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PREP LY,"| 6% prep-adv: Around --'walk about',","['ABOUT', '3']",0
about,4,ABOUT#4,H4Lvd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TimeSpc,,SUPV VERB MOD,"| 2% verb-modal: ""About to""--just going to","['ABOUT', '4']",0
about,5,ABOUT#5,H4Lvd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Handels,"| 8% idiom-verb: ""Bring (brought) about""--handled by ""bring""","['ABOUT', '5']",0
about,6,ABOUT#6,H4Lvd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Handels,"| 1% idiom: ""About time""--handled by ""time""","['ABOUT', '6']",0
about,7,ABOUT#7,H4Lvd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Handels,"| 1% idiom-verb: ""Come about""--occur; change direction (nautical)--handled by ""come""","['ABOUT', '7']",0
above,1,ABOVE#1,H4Lvd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TimeSpc,,PREP LY,"| 59% prep-adv: Higher than, superior to","['ABOVE', '1']",0
above,2,ABOVE#2,H4Lvd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Space,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TimeSpc,,Modif,| 21% noun-adj-adv: Previously stated,"['ABOVE', '2']",0
above,3,ABOVE#3,H4Lvd,,,,,,,,,,,,,,,,,,,,Ovrst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SureLw,,,,,LY,"| 19% idiom-adv: ""Above all""","['ABOVE', '3']",0
above,4,ABOVE#4,H4Lvd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Handels,"| 1% idiom-adj: ""Above board""--honest, open--handled by ""board""","['ABOVE', '4']",0
abrasive,1,ABRASIVE,H4,,Negativ,,,,Hostile,Strong,,,,,,,,,,,,Vice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IPadj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Modif,|,"['ABRASIVE', '1']",-1
abroad,1,ABROAD,H4Lvd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Space,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TimeSpc,,LY,|,"['ABROAD', '1']",0
abrupt,1,ABRUPT,H4Lvd,,Negativ,,,Ngtv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Time@,,,,,,,,,,,,,,,,,,,,,,,,PowCon,,,,,,,PowTot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Modif,|,"['ABRUPT', '1']",-1
abscond,1,ABSCOND,H4,,Negativ,,,,Hostile,,,Weak,Submit,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Travel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPV,|,"['ABSCOND', '1']",-1
absence,1,ABSENCE,H4Lvd,,Negativ,,,,,,,Weak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fail,,,,,,,,,,,,,,Know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Noun,|,"['ABSENCE', '1']",-1
absent,1,ABSENT#1,H4Lvd,,Negativ,,,,,,,Weak,,,Passive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IndAdj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Modif,|,"['ABSENT', '1']",-1
absent,2,ABSENT#2,H4Lvd,,,,,,,,,,,,Passive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Travel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPV,,"['ABSENT', '2']",0
absent-minded,1,ABSENT-MINDED,H4,,Negativ,,,,,,,Weak,,,Passive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IndAdj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Modif,|,"['ABSENT-MINDED', '1']",-1
absentee,1,ABSENTEE,H4,,Negativ,,,,Hostile,,,Weak,,,,,,,,,,Vice,,,,,,,,,,,,,,,,,,SocRel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Noun,|,"['ABSENTEE', '1']",-1
absolute,1,ABSOLUTE#1,H4Lvd,,,,,,,Strong,,,,,,,,,,,Virtue,,Ovrst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SureLw,,,,,Modif,"| 27% adj: Perfect, without limitation or qualification","['ABSOLUTE', '1']",0
absolute,2,ABSOLUTE#2,H4Lvd,,,,,,,Strong,,,,,,,,,,,,,Ovrst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SureLw,,,,,LY,"| 73% adv: ""Absolutely""--without qualification, certainly, totally","['ABSOLUTE', '2']",0
absolve,1,ABSOLVE,H4,Positiv,,,,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,SocRel,,,,,,,,,,,,,,,,,,,,,,,ComForm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPV,|,"['ABSOLVE', '1']",1
absorb,1,ABSORB#1,H4Lvd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Means,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Modif,|,"['ABSORB', '1']",0
absorb,2,ABSORB#2,Lvd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPV,,"['ABSORB', '2']",0
absorbent,1,ABSORBENT,H4,Positiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Increas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IndAdj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Modif,|,"['ABSORBENT', '1']",1
absorption,1,ABSORPTION,H4,Positiv,,,Affil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Increas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Noun,|,"['ABSORPTION', '1']",1
abstain,1,ABSTAIN,Lvd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TranLw,,,,,,,,,,,,,,SUPV,,"['ABSTAIN', '1']",0
abstract,1,ABSTRACT,H4Lvd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EnlOth,EnlTot,,,,,,,,,,,,,,,,,,,,,Modif,|,"['ABSTRACT', '1']",0
abstraction,1,ABSTRACTION,H4Lvd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EnlOth,EnlTot,,,,,,,,,,,,,,,,,,,,,Noun,|,"['ABSTRACTION', '1']",0
absurd,1,ABSURD,H4Lvd,,Negativ,,,Ngtv,,,,,,,,,,,,,,Vice,Ovrst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Modif,|,"['ABSURD', '1']",-1
absurdity,1,ABSURDITY,H4,,Negativ,,,,,,,,,,,,,,,,,Vice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Noun,|,"['ABSURDITY', '1']",-1
abundance,1,ABUNDANCE,H4Lvd,Positiv,,Pstv,,,,Strong,,,,,,,,,,,,,Ovrst,,,,,,ECON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WltOth,WltTot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Noun,|,"['ABUNDANCE', '1']",1
abundant,1,ABUNDANT,H4Lvd,Positiv,,Pstv,,,,Strong,,,,,,,,,,,,,Ovrst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WltOth,WltTot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Modif,|,"['ABUNDANT', '1']",1
abuse,1,ABUSE#1,H4Lvd,,Negativ,,,Ngtv,Hostile,,,,,Active,,,,,,,,Vice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RspLoss,,RspTot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Noun,|,"['ABUSE', '1']",-1
abuse,2,ABUSE#2,H4Lvd,,Negativ,,,Ngtv,Hostile,Strong,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,SocRel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAV,,,,,,,,,,,,,,,,,,,,,,,,RspLoss,,RspTot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPV,|,"['ABUSE', '2']",-1
